Company1,Company2,weight
Maple Leaf Cement Factory limited,Institute of Chartered Accountant of Pakistan,2
Maple Leaf Cement Factory limited,Kohinoor Textile Mills Limited,5
Maple Leaf Cement Factory limited,Lahore University of Management & Sciences.,2
Maple Leaf Cement Factory limited,Farrah Pervez Degree College,1
Maple Leaf Cement Factory limited,Awwal Modaraba Management Ltd,1
Maple Leaf Cement Factory limited,Kohinoor Raiwind Mills Ltd,3
Maple Leaf Cement Factory limited,Kohinoor Maple Leaf Group,4
Maple Leaf Cement Factory limited,Kohinoor Maple Leaf Industries ltd,3
Maple Leaf Cement Factory limited,Maple Leaf Capital ltd,2
Maple Leaf Cement Factory limited,Tarbela Hydro Ltd,3
Maple Leaf Cement Factory limited,Zimpex Pvt Ltd,1
Maple Leaf Cement Factory limited,Chand Bagh School,1
Maple Leaf Cement Factory limited,Pak Grease Manufacturing Co. Pvt Ltd.,1
Maple Leaf Cement Factory limited,Aitchison College,1
Maple Leaf Cement Factory limited,Textile University of Pakistan,1
D.G Khan Cement Limited,Kansas City University of Medicine & Biosciences,1
D.G Khan Cement Limited,Nishat Hotels & Properties Ltd.,2
D.G Khan Cement Limited,Adamjee Life Assurance Co. Ltd.,1
D.G Khan Cement Limited,Nishat Dairy Pvt Ltd.,1
D.G Khan Cement Limited,Nishat Developers (Pvt) Ltd.,1
D.G Khan Cement Limited,Nishat Agriculture Farming Pvt Ltd.,1
D.G Khan Cement Limited,Nishat (Aziz Avenue) Hotels & Properties Ltd.,1
D.G Khan Cement Limited,Nishat (Raiwind) Hotels & Properties Ltd.,1
D.G Khan Cement Limited,Nishat (Gulberg) Hotels & Properties Ltd.,1
D.G Khan Cement Limited,Nishat Paper Products Co,3
D.G Khan Cement Limited,MCB Financial Services Ltd.,1
D.G Khan Cement Limited,Institute of Chartered Accountant of Pakistan,1
D.G Khan Cement Limited,Pakgen Power Ltd,1
D.G Khan Cement Limited,Lalpir Power Ltd,1
D.G Khan Cement Limited,MNET Services Pvt Ltd,1
D.G Khan Cement Limited,Sui Northern Gas Pipeline  Limited,1
D.G Khan Cement Limited,Nishat Mills Limited,1
D.G Khan Cement Limited,Nishat Spinning Pvt ltd,1
D.G Khan Cement Limited,Nishat Commodities Pvt ltd,1
Lucky Cement Company Ltd,Euronet Pakistan (Pvt) Ltd.,1
Lucky Cement Company Ltd,LCL Holdings ltd,1
Lucky Cement Company Ltd,LCL Investments Ltd,2
Lucky Cement Company Ltd,Al Mabrooka Cement Manufacturing Co. Ltd.,2
Lucky Cement Company Ltd,Lucky Al Shumookh Holdings Ltd.,3
Lucky Cement Company Ltd,Lucky Electric Power Co. Ltd.,2
Lucky Cement Company Ltd,Lucky Exim Pvt Ltd.,2
Lucky Cement Company Ltd,Lucky Foods Pvt Ltd.,2
Lucky Cement Company Ltd,Lucky Landmark Pvt Ltd.,2
Lucky Cement Company Ltd,Lucky Rawji Holdings Ltd.,1
Lucky Cement Company Ltd,ChildLife Foundation,1
Lucky Cement Company Ltd,Italian Development Council,2
Lucky Cement Company Ltd,Lucky Commodities ltd,2
Lucky Cement Company Ltd,Lucky Entertainment ltd,6
Lucky Cement Company Ltd,Y.B. Holdings (Pvt) Ltd.,4
Lucky Cement Company Ltd,Lucky Air Pvt ltd,6
Lucky Cement Company Ltd,Yunus Energy ltd,6
Lucky Cement Company Ltd,Yunus Textile Mills Ltd.,3
Lucky Cement Company Ltd,Luckyone Pvt Ltd.,2
Lucky Cement Company Ltd,Lucky Knits Pvt Ltd.,1
Lucky Cement Company Ltd,Tabba Heart Institute,6
Lucky Cement Company Ltd,Aziz Tabba Foundation,6
Lucky Cement Company Ltd,Y.B Pakistan Ltd,3
Lucky Cement Company Ltd,Lucky Paragon Readymix Ltd.,2
Lucky Cement Company Ltd,Fatima Fazal Textile Mills Ltd,5
Lucky Cement Company Ltd,Lucky Energy ltd,4
Lucky Cement Company Ltd,Fashion Textile Mills (Pvt) Ltd.,4
Lucky Cement Company Ltd,Security Electric Power Co. Ltd.,2
Lucky Cement Company Ltd,Nutrico Pakistan Pvt ltd,1
Lucky Cement Company Ltd,Intergro life ltd,6
Lucky Cement Company Ltd,Pakistan Business Council,2
Lucky Cement Company Ltd,Institute of Chartered Accountant of Pakistan,3
Lucky Cement Company Ltd,Yunus Brothers Group,1
Lucky Cement Company Ltd,International Steels Limited,1
Lucky Cement Company Ltd,National Refinery Limited,1
Lucky Cement Company Ltd,Packages Limited,1
Lucky Cement Company Ltd,I.C.I. Pakistan Limited,4
Lucky Cement Company Ltd,The Karachi Education Initiative,1
Lucky Cement Company Ltd,The Karachi Education Initiative,1
Lucky Cement Company Ltd,Institute of Cost & Management Accountants of Pakistan,1
Lucky Cement Company Ltd,Silkbank Limited,1
Lucky Cement Company Ltd,FFC Energy Limited,1
Lucky Cement Company Ltd,Khyber Pakhtunkhwa Oil & Gas ltd,1
Lucky Cement Company Ltd,CAS Management Pvt ltd,1
Lucky Cement Company Ltd,House Building  Finance Corp,1
Pioneer Cement Ltd,Gadoon Textile Mills Limited,2
Pioneer Cement Ltd,Haleeb Foods,1
Pioneer Cement Ltd,Industrial Development Bank,1
Pioneer Cement Ltd,Forbes Forbes Campbell & Co. Pvt Ltd.,1
Pioneer Cement Ltd,Dawood Power (Pvt) Ltd,1
Pioneer Cement Ltd,Hyderabad Electric Supply Co. Ltd. (Pakistan),1
Pioneer Cement Ltd,Shalimar International Housing Corp.,1
Pioneer Cement Ltd,First Dawood Investment Bank Ltd,1
Pioneer Cement Ltd,Crescent Standard Modaraba,1
Pioneer Cement Ltd,BRR Guardian Modaraba,1
Pioneer Cement Ltd,Win Power (Pvt) Ltd.,1
Pioneer Cement Ltd,B.R.R. Investments (Pvt) Ltd.,1
Pioneer Cement Ltd,Institute of Chartered Accountant of Pakistan,2
Cherat Cement Company Limited,Hydrochina Dawood Power (Pvt) Ltd.,1
Cherat Cement Company Limited,Atlas Fund of Funds,1
Cherat Cement Company Limited,Securities & Exchange Commission of Pakistan,1
Cherat Cement Company Limited,National Industrial Parks Development & Management Co.,1
Cherat Cement Company Limited,Jinkwang JAN (Pvt) Ltd.,1
Cherat Cement Company Limited,Thal ltd,1
Cherat Cement Company Limited,Tri Pak Films Ltd,1
Cherat Cement Company Limited,Descon Oxychem Limited,3
Cherat Cement Company Limited,Cherat Packaging Ltd,3
Cherat Cement Company Limited,Faruque (Private) Ltd.,2
Cherat Cement Company Limited,Madian Hydro Power Ltd.,1
Cherat Cement Company Limited,Maersk Pakistan (Pvt) Ltd.,1
Cherat Cement Company Limited,IGI Investment Bank Ltd,1
Cherat Cement Company Limited,Mirpurkhas Sugar Mills Limited,5
Cherat Cement Company Limited,Greaves Pakistan ltd,2
Cherat Cement Company Limited,Zensoft (Pvt) Ltd.,1
Cherat Cement Company Limited,Uni-Energy Ltd.,1
Cherat Cement Company Limited,NBP Fullerton Asset Management Ltd.,1
Cherat Cement Company Limited,Greaves Engineering Services Pvt Ltd.,3
Cherat Cement Company Limited,Greaves CNG Pvt Ltd.,1
Cherat Cement Company Limited,Air Safira Ltd.,1
Cherat Cement Company Limited,Industrial Promotion Services (Pakistan) Ltd.,1
Cherat Cement Company Limited,Air Asia Ltd.,1
Cherat Cement Company Limited,Aga Khan Cultural Service Pakistan,1
Cherat Cement Company Limited,Greentech Solutions Pakistan Ltd.,1
Cherat Cement Company Limited,The First MicroFinance Bank ltd,1
Cherat Cement Company Limited,Atlas Engineering,1
Cherat Cement Company Limited,Atlas Honda ltd,1
Cherat Cement Company Limited,Atlas Foundation,1
Cherat Cement Company Limited,Pakistan Cables ltd,1
Cherat Cement Company Limited,Shirazi Investments Pvt Ltd.,1
Cherat Cement Company Limited,Shirazi Capital (Pvt) Ltd.,1
Cherat Cement Company Limited,Shirazi Trading Co. (Pvt) Ltd.,1
Cherat Cement Company Limited,National Logistics Cell,1
Cherat Cement Company Limited,National Trade & Transport Facilitation Committee,1
Cherat Cement Company Limited,Competitiveness Support Fund,1
Cherat Cement Company Limited,Institute of Chartered Accountant of Pakistan,2
Cherat Cement Company Limited,Institute of Chartered Accountants in England & Wales,1
Cherat Cement Company Limited,Lahore University of Management & Sciences.,3
Cherat Cement Company Limited,Atlas Battery Limited,1
Cherat Cement Company Limited,Summit Bank ltd,1
Cherat Cement Company Limited,International Steels Limited,1
Cherat Cement Company Limited,Indus Motor Comp Ltd,1
Cherat Cement Company Limited,National Management Foundation,1
Cherat Cement Company Limited,Atlas Power Limited,1
Cherat Cement Company Limited,First Micro Finance Bank Limited,1
Cherat Cement Company Limited,Jubilee General Insurance Company ltd,1
Attock Cement Company Ltd,HBS Alumni Association,2
Attock Cement Company Ltd,Atlas Group /Pk/,1
Attock Cement Company Ltd,The Attock Oil Company Limited,4
Attock Cement Company Ltd,Attock Petroleum Limited,4
Attock Cement Company Ltd,Attock Refinery Limited,3
Attock Cement Company Ltd,National Refinery Limited,3
Attock Cement Company Ltd,Attock Gen Limited,3
Attock Cement Company Ltd,Pharaon Investment Group Ltd. Holding,1
Attock Cement Company Ltd,Attock Group of Cos.,1
Attock Cement Company Ltd,Attock Hospital Pvt Ltd.,1
Attock Cement Company Ltd,Attock Leisure & Management Associates Pvt Ltd.,3
Attock Cement Company Ltd,Rawal Lodges Development Pvt Ltd.,3
Attock Cement Company Ltd,Angoori Heights Development Pvt Ltd.,3
Attock Cement Company Ltd,Falcon Pakistan Pvt Ltd.,2
Attock Cement Company Ltd,Sui Southern Gas Company Limited,1
Attock Cement Company Ltd,Bandhi Sugar Mills,1
Attock Cement Company Ltd,Thatta Cement Company Limited,1
Attock Cement Company Ltd,Newport Containers Terminal (Private) Limited,1
Attock Cement Company Ltd,Triton LPG (Private) Limited,1
Pakistan International Bulk Terminal Limited,Atlas Group /Pk/,1
Pakistan International Bulk Terminal Limited,Margalla Farm House Development Pvt ltd,1
Pakistan International Bulk Terminal Limited,All Pakistan Cement Manufacturers Association,1
Pakistan International Bulk Terminal Limited,Royal Institute of Navigation,1
Pakistan International Bulk Terminal Limited,Institute of Chartered Shipbrokers,1
Pakistan International Bulk Terminal Limited,The Nautical Institute,1
Pakistan International Bulk Terminal Limited,Master Mariners Society of Pakistan,1
Pakistan International Bulk Terminal Limited,Pakistan-Belgium Business Forum,1
Pakistan International Bulk Terminal Limited,The Chartered Institute of Logistics & Transport Pakistan,2
Pakistan International Bulk Terminal Limited,International Federation of Shipmasters Associations,2
Pakistan International Bulk Terminal Limited,Pakistan Int. Container Terminal Ltd.,1
Pakistan International Bulk Terminal Limited,Marine Group of Cos.,1
Pakistan International Bulk Terminal Limited,Chartered Management Institute,1
Pakistan International Bulk Terminal Limited,The Chartered Institute of Logistics & Transport in the UK,1
Pakistan International Bulk Terminal Limited,Confederation of Asia-Pacific Chambers of Commerce & Industry,2
Pakistan International Bulk Terminal Limited,SAARC Chamber of Commerce & Industry,1
Pakistan International Bulk Terminal Limited,Institute of Corporate Secretaries of Pakistan,1
Pakistan International Bulk Terminal Limited,Saudi Pak Leasing Co ltd,1
Pakistan International Bulk Terminal Limited,Bank Islami Pakistan Limited,1
Pakistan International Bulk Terminal Limited,UG Foods Ltd.,1
Pakistan International Bulk Terminal Limited,Mahvash & Jahangir Siddiqui Foundation,1
Pakistan International Bulk Terminal Limited,Attock Leisure & Management Associates Pvt Ltd.,1
Pakistan International Bulk Terminal Limited,Rawal Lodges Development Pvt Ltd.,1
Pakistan International Bulk Terminal Limited,Angoori Heights Development Pvt Ltd.,1
Pakistan International Bulk Terminal Limited,Falcon Pakistan Pvt Ltd.,1
Pakistan International Bulk Terminal Limited,HBS Alumni Association,1
Attock Cement Company Ltd,Pakistan International Bulk Terminal Limited,1
Pakistan International Bulk Terminal Limited,Attock Petroleum Limited,1
Pakistan International Bulk Terminal Limited,Institute of Chartered Accountant of Pakistan,2
Pakistan International Bulk Terminal Limited,EFU General Insurance Limited,1
Pakistan International Bulk Terminal Limited,Fakhr-e-Imdad Foundation,1
Jahangir Siddiqui & Company Limited,Credit Chex (Pvt) Ltd.,1
Jahangir Siddiqui & Company Limited,Public Procurement Regulatory Authority,1
Jahangir Siddiqui & Company Limited,Jura Energy Corp,1
Jahangir Siddiqui & Company Limited,JS Investment Holdings ltd,1
Jahangir Siddiqui & Company Limited,Sir Ganga Ram Hospital,1
Jahangir Siddiqui & Company Limited,Fatima Jinnah Medical University,1
Jahangir Siddiqui & Company Limited,East West Life Assurance Co Ltd,1
Jahangir Siddiqui & Company Limited,East West Insurance Co Ltd,1
Jahangir Siddiqui & Company Limited,Pakistan Red Crescent Society,1
Jahangir Siddiqui & Company Limited,Waqf-e-Kuli Khan Trust,1
Jahangir Siddiqui & Company Limited,Heart Association of Lahore,1
Jahangir Siddiqui & Company Limited,Pakistan Society for Cancer Control,1
Jahangir Siddiqui & Company Limited,JS Value Fund Ltd.,1
Jahangir Siddiqui & Company Limited,JS Growth Fund,1
Jahangir Siddiqui & Company Limited,Endowment Fund Trust for Preservation of the Heritage,1
Jahangir Siddiqui & Company Limited,TRG Pakistan ltd,2
Jahangir Siddiqui & Company Limited,Airblue Ltd.,1
Jahangir Siddiqui & Company Limited,Acumen Fund Pakistan,1
Jahangir Siddiqui & Company Limited,Privatisation Commission,1
Jahangir Siddiqui & Company Limited,Allianz EFU Health Insurance Ltd.,1
Jahangir Siddiqui & Company Limited,JS Bank Limited,2
Jahangir Siddiqui & Company Limited,Jahangir Siddiqui Investment Bank Ltd.,4
Jahangir Siddiqui & Company Limited,Al-Abbas Sugar Mills Limited,2
Jahangir Siddiqui & Company Limited,Bank Islami Pakistan Limited,1
Jahangir Siddiqui & Company Limited,INSTITUTE OF BUSINESS ADMINISTRATION,1
Jahangir Siddiqui & Company Limited,Sukkur Institute of Business Administration,1
Jahangir Siddiqui & Company Limited,Karigar Training Institute,1
Jahangir Siddiqui & Company Limited,JS Abamco Commodities Ltd.,1
Jahangir Siddiqui & Company Limited,Jahangir Siddiqui Foundation,1
Jahangir Siddiqui & Company Limited,Fakhr-e-Imdad Foundation,1
Jahangir Siddiqui & Company Limited,Institute of Chartered Accountant of Pakistan,1
Jahangir Siddiqui & Company Limited,The Karachi Education Initiative,1
Jahangir Siddiqui & Company Limited,Jahangir Siddiqui & Sons Ltd.,1
Jahangir Siddiqui & Company Limited,The Karachi Education Initiative,1
Jahangir Siddiqui & Company Limited,Peregrine Aviation Pvt Ltd.,1
Jahangir Siddiqui & Company Limited,Liaquat National Hospital,1
HUM Network,Jahangir Siddiqui & Company Limited,1
Sui Southern Gas Company Limited,Agrow Ltd.,1
Sui Southern Gas Company Limited,AJS Holding (Pvt) Ltd.,1
Sui Southern Gas Company Limited,TAPI Ltd,1
Sui Southern Gas Company Limited,Shahtaj Textile Mills Ltd.,2
Sui Southern Gas Company Limited,Pakistan Kuwait Investment Co. Pvt Ltd.,2
Sui Southern Gas Company Limited,State Petroleum Refining & Petrochemical Corp.,2
Sui Southern Gas Company Limited,Thatta Cement Company Limited,2
Sui Southern Gas Company Limited,SSGC LPG (Pvt.) Ltd.,1
Sui Southern Gas Company Limited,Sind Club,1
Sui Southern Gas Company Limited,Karachi Council On Foreign Relations Economic Affairs & Law,1
Sui Southern Gas Company Limited,"Nuclear Threat Initiative, Inc.",1
Sui Southern Gas Company Limited,Lahore High Court Bar Association,1
Sui Southern Gas Company Limited,Minto & Mirza Advocates & Solicitors,1
Sui Southern Gas Company Limited,Punjab Bar Council,1
Sui Southern Gas Company Limited,Supreme Court Bar Association of Pakistan,1
Sui Southern Gas Company Limited,Chartered Professional Accountants of Ontario,1
Sui Southern Gas Company Limited,SAARC Energy Centre,1
Sui Southern Gas Company Limited,Pakistan Ministry of Petroleum & Natural Resources,2
Sui Southern Gas Company Limited,Hydrocarbon Development Institute of Pakistan,1
Sui Southern Gas Company Limited,Sindh Modaraba Management,1
Sui Southern Gas Company Limited,Sindh Bank ltd,1
Sui Southern Gas Company Limited,Sindh Insurance Ltd,1
Sui Southern Gas Company Limited,Sindh Leasing Co ltd,1
Sui Southern Gas Company Limited,Astro Plastics Pvt Ltd.,1
Sui Southern Gas Company Limited,Ismail Iqbal Commodities (Pvt) Ltd.,1
Sui Southern Gas Company Limited,Delta Transport Pvt Ltd.,4
Sui Southern Gas Company Limited,Intergro life ltd,1
Sui Southern Gas Company Limited,Inter State Gas Systems (Pvt) Ltd.,1
Sui Southern Gas Company Limited,Pakistan Engineering Council,3
Sui Southern Gas Company Limited,MCB-Arif Habib Savings and Invts Ltd,1
Sui Southern Gas Company Limited,Sui Northern Gas Pipeline  Limited,1
Sui Southern Gas Company Limited,Institute of Chartered Accountant of Pakistan,1
Sui Southern Gas Company Limited,Pakistan Institute of Corporate Governance,1
Sui Southern Gas Company Limited,Institute of Chartered Accountants in England & Wales,1
Sui Southern Gas Company Limited,Mari Petroleum Company Limited,1
Sui Southern Gas Company Limited,National Management Foundation,1
Attock Cement Company Ltd,Sui Southern Gas Company Limited,1
Sui Southern Gas Company Limited,Bandhi Sugar Mills,1
Sui Southern Gas Company Limited,Newport Containers Terminal (Private) Limited,1
Sui Southern Gas Company Limited,Triton LPG (Private) Limited,1
Sui Southern Gas Company Limited,Pakistan Banks Association,1
Sui Northern Gas Pipeline  Limited,Karachi American School,1
Sui Northern Gas Pipeline  Limited,Pakistan Table Tennis Federation,1
Sui Northern Gas Pipeline  Limited,Security Papers Limited,1
Sui Northern Gas Pipeline  Limited,Olico Private Limited,1
Sui Northern Gas Pipeline  Limited,Management Solutions Private Limited,1
Sui Northern Gas Pipeline  Limited,Razscorp Private limited,1
Sui Northern Gas Pipeline  Limited,American Business Forum,1
Sui Northern Gas Pipeline  Limited,Rising Sun Education & Welfare Society,1
Sui Northern Gas Pipeline  Limited,The Fred Hollows Foundation,1
Sui Northern Gas Pipeline  Limited,Lead Pakistan,1
Sui Northern Gas Pipeline  Limited,Pakistan Industrial Technical Assistance Centre,1
Sui Northern Gas Pipeline  Limited,Frontier Foundry Pvt Ltd.,1
Sui Northern Gas Pipeline  Limited,Pakistan Hunting & Sporting Arms Development Co.,1
Sui Northern Gas Pipeline  Limited,Cecos University,1
Sui Northern Gas Pipeline  Limited,Sarhad University,1
Sui Northern Gas Pipeline  Limited,University of Engineering & Technology of Lahore,1
Sui Northern Gas Pipeline  Limited,Popular Chemical Works (Pvt) Ltd.,1
Sui Northern Gas Pipeline  Limited,Government College University,1
Sui Southern Gas Company Limited,Sui Northern Gas Pipeline  Limited,1
Sui Northern Gas Pipeline  Limited,Nishat Hotels & Properties Ltd.,1
Sui Northern Gas Pipeline  Limited,Adamjee Life Assurance Co. Ltd.,1
Sui Northern Gas Pipeline  Limited,Nishat Dairy Pvt Ltd.,1
Sui Northern Gas Pipeline  Limited,Nishat Developers (Pvt) Ltd.,1
Sui Northern Gas Pipeline  Limited,Nishat Agriculture Farming Pvt Ltd.,1
Sui Northern Gas Pipeline  Limited,Nishat (Aziz Avenue) Hotels & Properties Ltd.,1
Sui Northern Gas Pipeline  Limited,Nishat (Raiwind) Hotels & Properties Ltd.,1
Sui Northern Gas Pipeline  Limited,Nishat (Gulberg) Hotels & Properties Ltd.,1
Sui Northern Gas Pipeline  Limited,Mari Petroleum Company Limited,1
Sui Northern Gas Pipeline  Limited,MNET Services Pvt Ltd,1
Sui Northern Gas Pipeline  Limited,General Tyre And Rubber Co Pakistan,1
Sui Northern Gas Pipeline  Limited,Siemens (Pakistan) Engineering Co Ltd.,1
Sui Northern Gas Pipeline  Limited,Askari Leasing Ltd.,1
Sui Northern Gas Pipeline  Limited,Atlas Bank Ltd.,1
Sui Northern Gas Pipeline  Limited,National Investment Trust ltd,1
Oil & Gas Development Company Limited,Sui Northern Gas Pipeline  Limited,1
Sui Northern Gas Pipeline  Limited,Orix Leasing Pakistan Limited,1
Sui Northern Gas Pipeline  Limited,Fauji Fertilizer Company Limited,1
Sui Northern Gas Pipeline  Limited,Pak Arab Refinery Limited,1
Sui Northern Gas Pipeline  Limited,MCB-Arif Habib Savings and Invts Ltd,1
Sui Northern Gas Pipeline  Limited,City Developers (Pvt) Ltd.,1
Sui Northern Gas Pipeline  Limited,Sheikh Fuels (Pvt) Ltd.,1
Sui Northern Gas Pipeline  Limited,Sheikh CNG (Pvt) Ltd.,1
Sui Northern Gas Pipeline  Limited,Gibraltar Power Ltd.,1
Sui Northern Gas Pipeline  Limited,City Builders (Pvt) Ltd.,1
Sui Northern Gas Pipeline  Limited,City CNG (Pvt) Ltd.,1
Sui Northern Gas Pipeline  Limited,lahore Chamber of Commerce & Industry,1
Sui Northern Gas Pipeline  Limited,Delta Transport Pvt Ltd.,1
Sui Northern Gas Pipeline  Limited,Inter State Gas Systems (Pvt) Ltd.,2
Sui Northern Gas Pipeline  Limited,Kansas City University of Medicine & Biosciences,1
Sui Northern Gas Pipeline  Limited,Atlas Honda ltd,1
Sui Northern Gas Pipeline  Limited,Karachi Council On Foreign Relations Economic Affairs & Law,1
Sui Northern Gas Pipeline  Limited,"Nuclear Threat Initiative, Inc.",1
Sui Northern Gas Pipeline  Limited,Lahore High Court Bar Association,1
Sui Northern Gas Pipeline  Limited,Minto & Mirza Advocates & Solicitors,1
Pakistan State Oil Ltd,Lahore City Cricket Association,1
Pakistan State Oil Ltd,Workers Welfare Fund,1
Pakistan State Oil Ltd,Karachi Port Trust,1
Pakistan State Oil Ltd,Al-Hamd International Container Terminal Pvt Ltd.,1
Pakistan State Oil Ltd,Young President Organization (Austin),1
Pakistan State Oil Ltd,Khyber Match Factory (Pvt) Ltd.,1
Pakistan State Oil Ltd,Ays Commercial Corp.,1
Pakistan State Oil Ltd,AYS Electronics,1
Pakistan State Oil Ltd,AYS Homes,1
Pakistan State Oil Ltd,Federation of Pakistan Chambers of Commerce & Industry,1
Pakistan State Oil Ltd,Small & Medium Enterprise Development Authority,1
Pakistan State Oil Ltd,Technical Education & Vocational Training Authority,1
Pakistan State Oil Ltd,Ciel Woodworks Pvt Ltd.,1
Pakistan State Oil Ltd,Ocean Food Pvt Ltd.,1
Pakistan State Oil Ltd,Diamond Foam,1
Pakistan State Oil Ltd,Diamond Rubber Mills,1
Pakistan State Oil Ltd,Diamond Tyres Ltd.,1
Pakistan State Oil Ltd,Diamond Motors (Pakistan),1
Pakistan State Oil Ltd,Symbol Industries Pvt Ltd.,1
Pakistan State Oil Ltd,Diamond Industries Ltd.,1
Pakistan State Oil Ltd,Shaffi Chemical Industries Ltd.,1
Pakistan State Oil Ltd,NC Energy Ltd.,1
Pakistan State Oil Ltd,Mian Muhammad Yahya Trust,1
Pakistan State Oil Ltd,Saleem Memorial Trust Hospital,1
Pakistan State Oil Ltd,NC Entertainment Pvt Ltd.,1
Pakistan State Oil Ltd,NC Holdings Ltd.,1
Pakistan State Oil Ltd,NC Electric Co. Ltd.,1
Pakistan State Oil Ltd,Lahore University of Management & Sciences.,1
Pakistan State Oil Ltd,Engro Vopak Terminal Ltd.,1
Pakistan State Oil Ltd,Engro Elengy Terminal Pvt Ltd.,1
Pakistan State Oil Ltd,Institute of Chartered Accountant of Pakistan,1
Pakistan State Oil Ltd,Delta Transport Pvt Ltd.,1
Pakistan State Oil Ltd,Chand Bagh School,1
Pakistan State Oil Ltd,Chartered Professional Accountants of Ontario,1
Pakistan State Oil Ltd,SAARC Energy Centre,1
Pakistan State Oil Ltd,Pakistan Mineral Development Corp,1
Pakistan State Oil Ltd,Asia Petroleum,1
Pakistan State Oil Ltd,Pakistan Refinery Ltd,1
Shell Pakistan Ltd,International Federation of Accountants,1
Shell Pakistan Ltd,Pak-Arab Pipelines ltd,1
Shell Pakistan Ltd,Jaffar Group of Cos,2
Shell Pakistan Ltd,Pakistan Tunisia Friendship Association,1
Shell Pakistan Ltd,The Kidney Centre Post Graduate Training Institute,1
Shell Pakistan Ltd,Jaffer Agro Services,1
Shell Pakistan Ltd,Darut Tasnif Pvt Ltd.,1
Shell Pakistan Ltd,The Hunar Foundation,1
Shell Pakistan Ltd,Parke Davis & Co ltd,1
Shell Pakistan Ltd,Wyeth Pakistan Limited,1
Shell Pakistan Ltd,Novartis Pharma (Pakistan) Ltd.,1
Shell Pakistan Ltd,Esso Pakistan Pte Ltd.,1
Shell Pakistan Ltd,Roche Pakistan Ltd.,1
Shell Pakistan Ltd,Hisaar Foundation,1
Shell Pakistan Ltd,Vellani & Vellani,1
Shell Pakistan Ltd,Karachi Bar Association,1
Shell Pakistan Ltd,The Agha Khan Hospital & Medical College Foundation,1
Shell Pakistan Ltd,Unilever Pakistan limited,2
Shell Pakistan Ltd,"The I-Care Fund America, Inc.",1
Shell Pakistan Ltd,The Layton Rahmatulla Benevolent Trust,1
Shell Pakistan Ltd,Shell Oman Marketing Company SAOG,1
Shell Pakistan Ltd,Engro Polymer & Chemicals Limited,1
Shell Pakistan Ltd,Shaffi Chemical Industries Ltd.,2
Shell Pakistan Ltd,Pakistan Refinery Ltd,3
Shell Pakistan Ltd,Pakistan Institute of Corporate Governance,1
Shell Pakistan Ltd,Uniliver Pakistan Food ltd,1
Shell Pakistan Ltd,Injaz Pakistan,1
Shell Pakistan Ltd,i-Care Foundation,1
Shell Pakistan Ltd,The Chartered Institute of Management Accountants,1
Shell Pakistan Ltd,International Industries Ltd.,1
Shell Pakistan Ltd,Pakistan Centre for Philanthropy,2
Shell Pakistan Ltd,Delta Transport Pvt Ltd.,1
Shell Pakistan Ltd,Zimpex Pvt Ltd,1
Shell Pakistan Ltd,TRG Pakistan ltd,2
Attock Petroleum Limited,The Attock Oil Company Limited,4
Attock Petroleum Limited,Attock Gen Limited,3
Attock Cement Company Ltd,Attock Petroleum Limited,5
Pakistan Oilfields Limited,Attock Petroleum Limited,5
Attock Petroleum Limited,Attock Refinery Limited,5
Attock Petroleum Limited,National Refinery Limited,4
Attock Petroleum Limited,Laith Trading & Contracting Co. Ltd.,1
Attock Petroleum Limited,Pharaon Investment Group Ltd. Holding,2
Attock Petroleum Limited,Attock Group of Cos.,1
Attock Petroleum Limited,Attock Hospital Pvt Ltd.,1
Attock Petroleum Limited,Attock Leisure & Management Associates Pvt Ltd.,2
Attock Petroleum Limited,Rawal Lodges Development Pvt Ltd.,2
Attock Petroleum Limited,Angoori Heights Development Pvt Ltd.,2
Attock Petroleum Limited,Falcon Pakistan Pvt Ltd.,2
Attock Petroleum Limited,Khyber Pakhtunkhwa Oil & Gas ltd,1
Attock Petroleum Limited,Institute of Chartered Accountant of Pakistan,1
Attock Petroleum Limited,HBS Alumni Association,1
Attock Petroleum Limited,Atlas Group /Pk/,1
Engro Foods Ltd,Shell Livewire Trust,1
Engro Foods Ltd,Pakistan Human Development Fund,1
Engro Foods Ltd,"Sofizar, Inc.",1
Engro Foods Ltd,Zacky Farms Pvt Ltd.,1
Engro Foods Ltd,ConstellationCK,1
Engro Foods Ltd,Pakistan Software Houses Association,1
Engro Foods Ltd,Al Shaheer Corporation,1
Engro Foods Ltd,Lever Chemicals Pvt Ltd,1
Engro Foods Ltd,Young Presidents' Organization (Pakistan),1
Engro Foods Ltd,Karachi School For Business & Leadership,1
Engro Foods Ltd,Reon Energy Solutions,1
Engro Foods Ltd,Hub Power Holdings,1
Engro Foods Ltd,Towershare Pvt Ltd.,3
Engro Foods Ltd,Patek (Pvt) ltd,1
Engro Foods Ltd,Sach International (Pvt) ltd,1
Engro Foods Ltd,Dawood Lawrencepur Ltd,1
Engro Foods Ltd,Tenaga Generasi Ltd,1
Engro Foods Ltd,Pebbles (Pvt) ltd,1
Engro Foods Ltd,DH Fertilizers,1
Engro Foods Ltd,Dawood Industries,1
Engro Foods Ltd,Dawood Group,1
Engro Fertilizers Limited,Engro Foods Ltd,2
Engro Corporation Limited,Engro Foods Ltd,1
Dawood Hercules Corporation ,Engro Foods Ltd,2
HUB Power Company Ltd,Engro Foods Ltd,1
