Company1,Company2,weight
Engro Foods Ltd,National Management Foundation,1
Engro Foods Ltd,Inbox Business Technologies Pvt. Ltd.,1
Engro Foods Ltd,Dawood Corp,1
National Foods Limited,Levers Associated Pakistan Trust Pvt Ltd.,2
National Foods Limited,Unilever Birds Eye Foods Pakistan Pvt Ltd.,2
National Foods Limited,English Biscuit Manufacturers Pvt Ltd.,1
National Foods Limited,Coronet Foods Pvt Ltd.,1
National Foods Limited,Karachi Chamber of Commerce & Industry,1
National Foods Limited,The Institute of Directors (United Kingdom),1
National Foods Limited,AIESEC (Pakistan),1
National Foods Limited,Harvard Business School Club of Pakistan,1
National Foods Limited,IGI Life Insurance Ltd,1
National Foods Limited,Premier Distributors,1
National Foods Limited,Bin Qasim Enterprises Pvt Ltd,1
National Foods Limited,Intrafin Sales & Services Pvt Ltd,2
National Foods Limited,The Health Foundation,1
National Foods Limited,Raj Masala Pty Ltd.,1
National Foods Limited,Management Association of Pakistan,1
National Foods Limited,The Marketing Association of Pakistan,2
National Foods Limited,Zaman Textiles Mills Ltd,1
National Foods Limited,Shield Corp Ltd,1
National Foods Limited,Textile Institute of Pakistan,1
National Foods Limited,International Geosynthetic Society,1
National Foods Limited,Nazaria-i-Pakistan Trust,1
National Foods Limited,Anjuman Himayat-i-Islam,1
National Foods Limited,The World Future Society,1
National Foods Limited,National Textile University,1
National Foods Limited,Precision Rubber Products Ltd.,1
National Foods Limited,Pakistan Business Council,3
National Foods Limited,Arts Council of Pakistan,1
National Foods Limited,Gul Ahmed Textile Mills Limited,1
National Foods Limited,Abbot Laboatories (Pakistan) Limited,1
National Foods Limited,National Academy of Performing Arts,1
National Foods Limited,Overseas Investors Chamber of Commerce & Industry,1
National Foods Limited,Duke of Edinburghs Award Foundation of Pakistan,1
Nestle Pakistan Limited,Formanite Welfare Trust,1
Nestle Pakistan Limited,Associated Textile Consultants Pvt Ltd,2
Nestle Pakistan Limited,Dgs Pvt Ltd,1
Nestle Pakistan Limited,Sanofi-Aventis Pakistan Limited,1
Nestle Pakistan Limited,Coca-Cola Beverages Pakistan ltd,1
Nestle Pakistan Limited,Babar Ali Foundation,1
Nestle Pakistan Limited,KSB Pumps Co ltd,2
Nestle Pakistan Limited,Packages Lanka Pvt Ltd,1
Nestle Pakistan Limited,Ali Institute of Education,2
Nestle Pakistan Limited,Bulleh Shah Paper & Board Mills (Pvt) Ltd.,2
Nestle Pakistan Limited,World Wide Fund for Nature-Pakistan,1
Nestle Pakistan Limited,Syed Maratib Ali Religious & Charitable Trust Society,1
Nestle Pakistan Limited,Multiple Autoparts Industries (Pvt) Ltd.,1
Nestle Pakistan Limited,Islamic Chamber of Commerce & Industry,1
Nestle Pakistan Limited,Islambad Chamber of Commerce & Industry,1
Nestle Pakistan Limited,International Chamber of Commerce Pakistan,1
Nestle Pakistan Limited,Bulleh Shah Packaging (Pvt) Ltd.,1
Nestle Pakistan Limited,Harvard South Asia Institute,1
Nestle Pakistan Limited,Shalamar Hospital,1
Nestle Pakistan Limited,Lahore School of Economics,1
Nestle Pakistan Limited,Kinnaird College For Women,1
Nestle Pakistan Limited,WWF International,1
Nestle Pakistan Limited,Bayer Cropscience Pakistan Pvt Ltd.,1
Nestle Pakistan Limited,Nestle Milkpak Ltd.,2
Nestle Pakistan Limited,South Asia Centre For Policy Studies (Nepal),1
Nestle Pakistan Limited,Tetra Pak Pakistan Ltd,1
Nestle Pakistan Limited,Industrial Technical & Educational Institute,2
Nestle Pakistan Limited,Gurmani Foundation,1
Nestle Pakistan Limited,Tri Pak Films Ltd,1
Nestle Pakistan Limited,Wazir Ali Industries Ltd.,1
Nestle Pakistan Limited,HY Enterprises Pvt Ltd.,1
Nestle Pakistan Limited,Zarai Taraqiati Bank Ltd.,1
Nestle Pakistan Limited,Alpha Insurance Co Ltd,1
Nestle Pakistan Limited,Lahore Electric Supply Co.,1
Nestle Pakistan Limited,Murree Brewery Company Limited,1
Nestle Pakistan Limited,Ferozsons Laboratories Limited,1
Nestle Pakistan Limited,Packages Limited,1
Nestle Pakistan Limited,Lahore University of Management & Sciences.,2
Nestle Pakistan Limited,International Steels Limited,1
Nestle Pakistan Limited,Pakistan Centre for Philanthropy,1
Nestle Pakistan Limited,TRG Pakistan ltd,2
Nestle Pakistan Limited,Unilever Pakistan limited,1
Nestle Pakistan Limited,National Management Foundation,2
Nestle Pakistan Limited,Pakistan Business Council,2
Nestle Pakistan Limited,AIESEC (Pakistan),2
Nestle Pakistan Limited,IGI Insurance Limited,4
Nestle Pakistan Limited,Pakistan International Airlines Corp,1
Nestle Pakistan Limited,State Bank of Pakistan,1
Murree Brewery Company Limited,India-Pakistan Chamber of Commerce & Industry,1
Murree Brewery Company Limited,National Fertilizer Corp. of Pakistan (Pvt) Ltd.,1
Murree Brewery Company Limited,National Assembly of Pakistan,1
Murree Brewery Company Limited,D P Edulji & Co. Pte Ltd.,1
Murree Brewery Company Limited,"Atlas Insurance Co.,Ltd",1
Murree Brewery Company Limited,Linde Pakistan limited,1
Murree Brewery Company Limited,Honda Atlas Cars (Pakistan) Ltd.,1
Murree Brewery Company Limited,Total Parco Pakistan Ltd.,1
Murree Brewery Company Limited,Sanjan Nagar Public Education Trust,1
Murree Brewery Company Limited,Akzo Nobel Pakistan Ltd,1
Murree Brewery Company Limited,Al-Shifa Trust,1
Murree Brewery Company Limited,Pakistan Centre for Philanthropy,1
Murree Brewery Company Limited,Beaconhouse National University,1
Murree Brewery Company Limited,Pakistan Poverty Alleviation Fund,1
Murree Brewery Company Limited,The Karachi Education Initiative,1
Murree Brewery Company Limited,The Karachi Education Initiative,1
Murree Brewery Company Limited,Formanite Welfare Trust,1
Nestle Pakistan Limited,Murree Brewery Company Limited,1
Murree Brewery Company Limited,IGI Insurance Limited,1
Murree Brewery Company Limited,Ferozsons Laboratories Limited,1
Rafhan Maize Product Company ltd,"Children's Global Network, Pakistan (Guarantee) Ltd.",1
Rafhan Maize Product Company ltd,Green Bean Coffee Co. Pvt Ltd,1
Rafhan Maize Product Company ltd,Employer's Federation of Pakistan,1
Rafhan Maize Product Company ltd,Pakwest Industries (Pvt) Ltd.,1
Rafhan Maize Product Company ltd,"Innophos Holdings, Inc.",3
Rafhan Maize Product Company ltd,"Innophos Investments Holdings, Inc.",4
Rafhan Maize Product Company ltd,Penford Corp,1
Rafhan Maize Product Company ltd,Ingredion Inc,1
Rafhan Maize Product Company ltd,John Marshall Law School (Georgia),1
Rafhan Maize Product Company ltd,Uniliver Pakistan Food ltd,2
Murree Brewery Company Limited,Competitiveness Support Fund,1
Pak Elektron Limited,"Chicago Academy of Sciences, Inc.",2
Pak Elektron Limited,Chicagoland Chamber of Commerce,3
Pak Elektron Limited,Kohinoor Industries Limited,1
Pak Elektron Limited,Saritow Spinning Mills Ltd,1
Pak Elektron Limited,UCH Power (Pvt) Ltd,1
Pak Elektron Limited,Pakistan Textile City Ltd,1
Pak Elektron Limited,NBP Modaraba Management Co. Ltd.,1
Pak Elektron Limited,Galadari Cement (Gulf) Ltd.,1
Pak Elektron Limited,Jamshoro Joint Venture Ltd.,2
Pak Elektron Limited,First Credit and Investment Bank Limited,1
Pak Elektron Limited,Kohinoor Energy Ltd,1
Pak Elektron Limited,Institute of Chartered Accountant of Pakistan,3
Pak Elektron Limited,Selar Enterprises Pvt ltd ,1
Pak Elektron Limited,Bank Islami Pakistan Limited,1
Jahangir Siddiqui & Company Limited,Pak Elektron Limited,1
International Steels Limited,Kohinoor Power Company Limited,1
International Steels Limited,Azam Textile Mills Ltd,2
International Steels Limited,Pakistan German Business Forum,1
International Steels Limited,Manzil Pakistan,1
International Steels Limited,Indus Earth Trust,1
International Steels Limited,Indus Valley School of Arts & Architecture,1
International Steels Limited,HBL Asset Management ltd.,1
International Steels Limited,Pak Chemicals ltd,1
International Steels Limited,Mohatta Palace Gallery Trust,1
International Steels Limited,International Advertising (Pvt) ltd,1
International Steels Limited,Safeway Fund Ltd,1
International Steels Limited,ZIL Limited,1
International Steels Limited,Premier Box (Pvt) Ltd,1
International Steels Limited,Al-Aman Holdings Ltd,1
International Steels Limited,Century Paper & Board Mills Ltd,1
International Steels Limited,I.C.I. Pakistan Limited,1
International Steels Limited,Uniliver Pakistan Food ltd,1
International Steels Limited,National Productivity Organization,1
International Steels Limited,Karwan-e-Hayat,1
International Steels Limited,Safari & Outdoor Club of Pakistan,1
International Steels Limited,Safari Club Ltd,1
International Steels Limited,Government of Pakistan,1
International Steels Limited,Silkbank Limited,1
International Steels Limited,FFC Energy Limited,1
International Steels Limited,Khyber Pakhtunkhwa Oil & Gas ltd,1
International Steels Limited,CAS Management Pvt ltd,1
International Steels Limited,House Building  Finance Corp,1
International Steels Limited,Institute of Chartered Accountants in England & Wales,1
International Steels Limited,Institute of Chartered Accountant of Pakistan,1
International Steels Limited,PICIC Growth Fund,1
International Steels Limited,Jubilee General Insurance Company ltd,1
International Steels Limited,Pakistan Centre for Philanthropy,2
International Steels Limited,Jubilee Life Insurance Company Limited,1
International Steels Limited,Packages Limited,3
International Steels Limited,Lahore University of Management & Sciences.,1
International Steels Limited,National Management Foundation,1
International Steels Limited,Pakistan Business Council,1
International Steels Limited,Maersk Pakistan (Pvt) Ltd.,1
International Steels Limited,National Refinery Limited,1
International Steels Limited,Philip Morris (Pakistan) Limited,1
International Steels Limited,Abbot Laboatories (Pakistan) Limited,1
International Steels Limited,IGI Insurance Limited,1
International Steels Limited,Associated Textile Consultants Pvt Ltd,1
International Steels Limited,Sanofi-Aventis Pakistan Limited,1
International Steels Limited,Coca-Cola Beverages Pakistan ltd,1
International Steels Limited,Babar Ali Foundation,1
International Steels Limited,KSB Pumps Co ltd,1
International Steels Limited,Packages Lanka Pvt Ltd,1
International Steels Limited,Ali Institute of Education,1
International Steels Limited,Bulleh Shah Paper & Board Mills (Pvt) Ltd.,1
International Steels Limited,World Wide Fund for Nature-Pakistan,1
International Steels Limited,Syed Maratib Ali Religious & Charitable Trust Society,1
International Steels Limited,Multiple Autoparts Industries (Pvt) Ltd.,1
International Steels Limited,Islamic Chamber of Commerce & Industry,1
International Steels Limited,Nestle Milkpak Ltd.,1
International Steels Limited,Industrial Technical & Educational Institute,1
International Steels Limited,Islambad Chamber of Commerce & Industry,1
International Steels Limited,AIESEC (Pakistan),1
International Steels Limited,Asian Stocks Fund limited,1
International Steels Limited,Safeway Fund limited,1
International Steels Limited,Habib University Foundation,1
International Steels Limited,Education Fund for Sindh,1
International Steels Limited,International Industries Ltd.,1
International Steels Limited,Atlas Honda ltd,1
International Steels Limited,Atlas Power Limited,1
Crescent Steel And Allied Products Ltd,Mind Sports Association of Pakistan,1
Crescent Steel And Allied Products Ltd,Public Interest Law Association of Pakistan,1
Crescent Steel And Allied Products Ltd,Commecs Educational Trust,1
Crescent Steel And Allied Products Ltd,Central Depository Co. of Pakistan Ltd.,1
Crescent Steel And Allied Products Ltd,Citizens Foundation Pakistan,1
Crescent Steel And Allied Products Ltd,CSAP Foundation,1
Crescent Steel And Allied Products Ltd,Commecs Institute of Business & Emerging Sciences,1
Crescent Steel And Allied Products Ltd,Pangea Growth (Pvt) Ltd.,1
Crescent Steel And Allied Products Ltd,Pakistan Telephone Cable Ltd.,1
Crescent Steel And Allied Products Ltd,Shakarganj Energy (Pvt) Ltd.,1
Crescent Steel And Allied Products Ltd,CS Capital (Pvt) Ltd.,1
Crescent Steel And Allied Products Ltd,Crescent Hadeed Pvt Ltd.,1
Crescent Steel And Allied Products Ltd,Shakarganj Food Products Ltd.,1
Crescent Steel And Allied Products Ltd,Safeway Fund Ltd.,1
Crescent Steel And Allied Products Ltd,Crescent Bahuman Ltd.,1
Crescent Steel And Allied Products Ltd,Mohammad Amin Mohammad Bashir International (Pvt) Ltd.,1
Crescent Steel And Allied Products Ltd,Mohammad Amin Mohammad Bashir Ltd.,1
Crescent Steel And Allied Products Ltd,Premier Financial Services ltd,1
Crescent Steel And Allied Products Ltd,Equity Textile Mills Ltd.,1
Crescent Steel And Allied Products Ltd,Patients Aid Foundation,1
Crescent Steel And Allied Products Ltd,Ahsan Associates Pvt Ltd.,1
Crescent Steel And Allied Products Ltd,First Equity Modaraba,1
Crescent Steel And Allied Products Ltd,Crescent Cotton Mills Ltd,1
Crescent Steel And Allied Products Ltd,Crescent Powertec Ltd.,1
Crescent Steel And Allied Products Ltd,Samba Bank,1
Crescent Steel And Allied Products Ltd,Junaidy Shoaib Asad Chartered Accountants,1
Crescent Steel And Allied Products Ltd,Premium Textile Mills Ltd,1
Crescent Steel And Allied Products Ltd,International Biographical Centre,1
Crescent Steel And Allied Products Ltd,Institute of Management,1
Crescent Steel And Allied Products Ltd,Pirkoh Gas Co. Ltd.,1
Crescent Steel And Allied Products Ltd,Pakistan LNG Terminal Ltd.,1
Crescent Steel And Allied Products Ltd,Safeway Fund limited,1
Crescent Steel And Allied Products Ltd,Asia Care Health & Life Insurance Co. Ltd,1
Crescent Steel And Allied Products Ltd,INSTITUTE OF BUSINESS ADMINISTRATION,1
Crescent Steel And Allied Products Ltd,Pakistan Centre for Philanthropy,1
Feroz 1888 Mills Limited,Institute of Marketing Management of Pakistan,2
Feroz 1888 Mills Limited,The Institute of Management Specialists,1
Feroz 1888 Mills Limited,Lucky 1888 Mills Ltd.,2
Nishat Mills Limited,Institute of Chartered Accountant of Pakistan,3
Nishat Mills Limited,Pakistan Business Council,1
D.G Khan Cement Limited,Nishat Mills Limited,2
Nishat Mills Limited,Junaidy Shoaib Asad Chartered Accountants,1
Nishat Mills Limited,Premium Textile Mills Ltd,1
Nishat Mills Limited,International Biographical Centre,1
Nishat Mills Limited,Institute of Management,1
Nishat Mills Limited,Pirkoh Gas Co. Ltd.,1
Nishat Mills Limited,Pakistan LNG Terminal Ltd.,1
Crescent Steel And Allied Products Ltd,Nishat Mills Limited,1
Nishat Mills Limited,Adamjee Insurance Company Limited,1
Crescent Steel And Allied Products Ltd,Central Depository Co. of Pakistan Ltd,1
Nishat Mills Limited,Nishat Hotels & Properties Ltd.,3
Nishat Mills Limited,Adamjee Life Assurance Co. Ltd.,1
Nishat Mills Limited,Nishat Dairy Pvt Ltd.,2
Nishat Mills Limited,Nishat Developers (Pvt) Ltd.,1
Nishat Mills Limited,Nishat Agriculture Farming Pvt Ltd.,2
Nishat Mills Limited,Nishat (Aziz Avenue) Hotels & Properties Ltd.,2
Nishat Mills Limited,Nishat (Raiwind) Hotels & Properties Ltd.,2
Nishat Mills Limited,Nishat (Gulberg) Hotels & Properties Ltd.,2
Nishat Mills Limited,Nishat Farm Supplies Pvt Ltd.,2
Nishat Mills Limited,Nishat Paper Products Co,1
Nishat Mills Limited,Pakgen Power Ltd,4
Nishat Mills Limited,Lalpir Power Ltd,3
Nishat Mills Limited,Nishat Hospitality Pvt ltd,2
Nishat Mills Limited,Security General Insurance Ltd,4
Nishat Mills Limited,Gulf Nishat Apparel Ltd,1
Nishat Mills Limited,Pakistan Aviators & Aviation Pvt,2
Nishat Mills Limited,Nishat Automobiles Pvt Ltd,1
Nishat Mills Limited,Nishat Real Estate Development Co. Pvt Ltd,1
Nishat Mills Limited,Nishat Spinning Pvt ltd,1
Nishat Mills Limited,Nishat Commodities Pvt ltd,1
Nishat Power Ltd,Nishat Mills Limited,2
Gul Ahmed Textile Mills Limited,Qualitex Industries (BD) Ltd.,1
Gul Ahmed Textile Mills Limited,1888 Mills LLC,1
National Foods Limited,Gul Ahmed Textile Mills Limited,1
Gul Ahmed Textile Mills Limited,Abbot Laboatories (Pakistan) Limited,1
Gul Ahmed Textile Mills Limited,Pakistan Business Council,2
Gul Ahmed Textile Mills Limited,Habib University Foundation,1
Gul Ahmed Textile Mills Limited,Education Fund for Sindh,1
Gul Ahmed Textile Mills Limited,Young Presidents' Organization (Pakistan),1
Gul Ahmed Textile Mills Limited,Uni-Energy Ltd.,1
Gul Ahmed Textile Mills Limited,Gurmani Foundation,1
Gul Ahmed Textile Mills Limited,The Institute of Directors (United Kingdom),1
Gul Ahmed Textile Mills Limited,AIESEC (Pakistan),1
Gul Ahmed Textile Mills Limited,Karachi Chamber of Commerce & Industry,1
Gul Ahmed Textile Mills Limited,Duke of Edinburghs Award Foundation of Pakistan,1
Gul Ahmed Textile Mills Limited,Overseas Investors Chamber of Commerce & Industry,1
Gul Ahmed Textile Mills Limited,Gul Ahmed Energy Ltd.,1
Gul Ahmed Textile Mills Limited,Gul Ahmed Wind Power Ltd.,1
Gul Ahmed Textile Mills Limited,Gul Ahmed International Ltd. (FZC),1
Gul Ahmed Textile Mills Limited,GTM Europe Ltd.,1
Gul Ahmed Textile Mills Limited,Gul Ahmed Holdings Pvt Ltd.,1
Gul Ahmed Textile Mills Limited,GTM USA Corp.,1
Gul Ahmed Textile Mills Limited,The Chartered Institute of Management Accountants,1
Kohinoor Textile Mills Limited,Lahore University of Management & Sciences.,1
Kohinoor Textile Mills Limited,Pak Grease Manufacturing Co. Pvt Ltd.,1
Kohinoor Textile Mills Limited,Chand Bagh School,1
Kohinoor Textile Mills Limited,Maple Leaf Capital ltd,2
Kohinoor Textile Mills Limited,Tarbela Hydro Ltd,2
Kohinoor Textile Mills Limited,Zimpex Pvt Ltd,1
Kohinoor Textile Mills Limited,Aitchison College,1
Kohinoor Textile Mills Limited,Textile University of Pakistan,1
Kohinoor Textile Mills Limited,Awwal Modaraba Management Ltd,1
Kohinoor Textile Mills Limited,Kohinoor Raiwind Mills Ltd,3
Kohinoor Textile Mills Limited,Kohinoor Maple Leaf Group,4
Kohinoor Textile Mills Limited,Kohinoor Maple Leaf Industries ltd,3
Kohinoor Textile Mills Limited,Institute of Chartered Accountant of Pakistan,1
Maple Leaf Cement Factory limited,Kohinoor Textile Mills Limited,8
Kohinoor Textile Mills Limited,Security General Insurance Ltd,1
Nishat Chunian Limited,Swisstex Chemicals Pvt Ltd.,1
Nishat Chunian Limited,LITE Development & Management Co.,1
Nishat Chunian Limited,Lahore University of Management & Sciences.,1
Nishat Chunian Limited,Institute of Chartered Accountant of Pakistan,3
D.G Khan Cement Limited,Nishat Chunian Limited,1
Nishat Chunian Limited,Adamjee Insurance Company Limited,2
Nishat Chunian Limited,NC Energy Ltd.,1
Nishat Chunian Limited,Mian Muhammad Yahya Trust,2
Nishat Chunian Limited,Saleem Memorial Trust Hospital,2
Nishat Chunian Limited,NC Entertainment Pvt Ltd.,2
Nishat Chunian Limited,NC Holdings Ltd.,1
Nishat Chunian Limited,NC Electric Co. Ltd.,1
Nishat Chunian Limited,Nishat Hotels & Properties Ltd.,1
Nishat Chunian Limited,Adamjee Life Assurance Co. Ltd.,1
Nishat Chunian Limited,Nishat (Aziz Avenue) Hotels & Properties Ltd.,1
Nishat Chunian Limited,Nishat (Raiwind) Hotels & Properties Ltd.,1
Nishat Chunian Limited,Nishat (Gulberg) Hotels & Properties Ltd.,1
Nishat Chunian Limited,Nishat Paper Products Co,1
Nishat Chunian Limited,MCB Financial Services Ltd.,1
Nishat Chunian Limited,MCB Employees Security Systems & Services Pvt ltd,1
Nishat Chunian Limited,Pakgen Power Ltd,1
Nishat Chunian Limited,Lalpir Power Ltd,1
Nishat Chunian Limited,Pakistan Agricultural Storage & Services Corp.,1
Nishat Chunian Limited,Bakhtawar Amin Memorial Trust,1
Nishat Chunian Limited,The Insurance Association of Pakistan,1
Nishat Chunian Limited,Pakistan Insurance Institute,1
Nishat Chunian Limited,Premier Box (Pvt) Ltd,1
Adamjee Insurance Company Limited,Rozgar MicroFInance Bank ltd,1
Adamjee Insurance Company Limited,Bolan Castings Ltd,1
Adamjee Insurance Company Limited,Hira Terry Mills Ltd.,1
Adamjee Insurance Company Limited,Hira Textile Mills Limited,1
Adamjee Insurance Company Limited,Din Leather Pvt Ltd.,1
Adamjee Insurance Company Limited,Association of Chartered Certified Accountants,1
Adamjee Insurance Company Limited,Dupak Tameer Ltd.,1
Adamjee Insurance Company Limited,A.A. Joyland Pvt Ltd.,1
Adamjee Insurance Company Limited,Aladin Water & Amusement Park,1
Adamjee Insurance Company Limited,Joyland Amusement Park,1
Adamjee Insurance Company Limited,Cotton Web Pvt Ltd.,1
Adamjee Insurance Company Limited,Pakistan Business Council,1
Adamjee Insurance Company Limited,Institute of Chartered Accountant of Pakistan,2
Adamjee Insurance Company Limited,The Insurance Association of Pakistan,1
Adamjee Insurance Company Limited,Pakistan Insurance Institute,1
Nishat Chunian Power Limited,Adamjee Insurance Company Limited,2
Nishat Chunian Limited,Adamjee Insurance Company Limited,2
Adamjee Insurance Company Limited,MCB Employees Security Systems & Services Pvt ltd,1
Adamjee Insurance Company Limited,Pakgen Power Ltd,2
Adamjee Insurance Company Limited,Lalpir Power Ltd,1
Adamjee Insurance Company Limited,Pakistan Agricultural Storage & Services Corp.,1
Adamjee Insurance Company Limited,Bakhtawar Amin Memorial Trust,1
Adamjee Insurance Company Limited,MCB Leasing Co.,1
Adamjee Insurance Company Limited,Nishat Hotels & Properties Ltd.,1
Adamjee Insurance Company Limited,Adamjee Life Assurance Co. Ltd.,4
Adamjee Insurance Company Limited,Nishat Dairy Pvt Ltd.,1
Adamjee Insurance Company Limited,Nishat Developers (Pvt) Ltd.,1
Adamjee Insurance Company Limited,Nishat Agriculture Farming Pvt Ltd.,1
Adamjee Insurance Company Limited,Nishat (Aziz Avenue) Hotels & Properties Ltd.,1
Adamjee Insurance Company Limited,Nishat (Raiwind) Hotels & Properties Ltd.,1
Adamjee Insurance Company Limited,Nishat (Gulberg) Hotels & Properties Ltd.,1
Nishat Mills Limited,Adamjee Insurance Company Limited,1
Adamjee Insurance Company Limited,Marine Group of Cos.,1
Adamjee Insurance Company Limited,Siddiqsons Ltd.,1
Adamjee Insurance Company Limited,Siddiqsons Tin Plate Limited,1
Adamjee Insurance Company Limited,Siddiqsons Denim Mills Ltd.,1
EFU General Insurance Limited,Joyland Pvt Ltd. (Pakistan),1
EFU General Insurance Limited,Dupak Developers Pakistan (Pvt) Ltd.,1
EFU General Insurance Limited,Canadian Business Council of Dubai & the Northern Emirates,5
EFU General Insurance Limited,Chartered Insurance Institute,2
EFU General Insurance Limited,EFU Life Assurance Limited,3
EFU General Insurance Limited,International Foundation Garments (Pakistan) (Pvt) (Ltd),1
EFU General Insurance Limited,EFU Services (Pvt) ltd.,1
EFU General Insurance Limited,Tourism Promotion Services (Pakistan) Ltd.,1
EFU General Insurance Limited,Cupola Cares Foundation,1
EFU General Insurance Limited,Province of Sindh,1
EFU General Insurance Limited,Sindh Institute of Eurology & Transplantation,1
EFU General Insurance Limited,Pakistan Insurance Institute,1
EFU General Insurance Limited,The Chartered Institute of Logistics & Transport in the UK,1
EFU General Insurance Limited,Saudi Pak Leasing Co ltd,1
EFU General Insurance Limited,Bank Islami Pakistan Limited,1
EFU General Insurance Limited,The Aga Khan Hospital & Medical College Foundation,1
EFU General Insurance Limited,Shaukat Khanum Memorial Trust,1
EFU General Insurance Limited,Fakhr-e-Imdad Foundation,2
EFU General Insurance Limited,Burhani Hospital,1
EFU General Insurance Limited,Atlas Fund of Funds,1
EFU General Insurance Limited,INSTITUTE OF BUSINESS ADMINISTRATION,1
Pakistan International Bulk Terminal Limited,EFU General Insurance Limited,1
Jubilee General Insurance Company ltd,Board of Investment Pakistan,2
Jubilee General Insurance Company ltd,Jubilee Kyrgyzstan Insurance Co.,1
Jubilee General Insurance Company ltd,Jubilee Holdings Limited,1
Jubilee General Insurance Company ltd,Agha Khan Fund for Economic Development SA,1
Jubilee General Insurance Company ltd,Jubilee Investment Co. Ltd.,1
Jubilee General Insurance Company ltd,Jubilee Insurance Co. of Tanzania Ltd.,1
Jubilee General Insurance Company ltd,Jubilee Insurance Co. of Burundi Ltd.,1
Jubilee General Insurance Company ltd,Jubilee Insurance Co. Uganda Ltd.,1
Jubilee General Insurance Company ltd,Jubilee Insurance Mauritius Ltd.,1
Jubilee General Insurance Company ltd,Jubilee Insurance Co. of Kenya Ltd.,1
Jubilee General Insurance Company ltd,Hashwani Hotels Ltd.,1
Jubilee General Insurance Company ltd,Zaver Petroleum Corp. Ltd.,1
Jubilee General Insurance Company ltd,Ocean Pakistan Ltd.,1
Jubilee General Insurance Company ltd,Hashoo Group Ltd.,1
Jubilee General Insurance Company ltd,OPI Gas Pvt Ltd.,1
Jubilee General Insurance Company ltd,Gelcaps (Pakistan) Ltd.,1
Jubilee General Insurance Company ltd,Hassan Ali & Co.,1
Jubilee General Insurance Company ltd,Hassan Ali (Grains) Pvt Ltd.,1
Jubilee General Insurance Company ltd,Hashoo Holdings Pvt Ltd. (Pakistan),1
Jubilee General Insurance Company ltd,Hashoo International (Pvt) Ltd.,1
Jubilee General Insurance Company ltd,Noor Properties (Pvt) Ltd.,1
Jubilee General Insurance Company ltd,Zaver Chemicals Ltd.,1
Jubilee General Insurance Company ltd,Zaver Mining Co. (Pvt) Ltd.,1
Jubilee General Insurance Company ltd,TransAir Travels (Pvt) Ltd.,1
Jubilee General Insurance Company ltd,Pearl Tours & Travels (Pvt) Ltd.,1
Jubilee General Insurance Company ltd,Zaver Power (Pvt) Ltd.,1
Jubilee General Insurance Company ltd,Zaver Oils Ltd.,1
Jubilee General Insurance Company ltd,Pakistan Services (Azad Kashmir) Ltd.,1
Jubilee General Insurance Company ltd,Pearl Continental Hotel Pvt Ltd.,1
Jubilee General Insurance Company ltd,The Pakistan France Business Alliance,1
Jubilee General Insurance Company ltd,Kyrgyz Investment & Credit Bank CJSC,1
Jubilee General Insurance Company ltd,Agha Khan University,1
Jubilee General Insurance Company ltd,Institute of Chartered Accountant of Pakistan,2
Jubilee General Insurance Company ltd,Institute of Bankers in England & Wales,1
Jubilee General Insurance Company ltd,Pakistan Business Council,1
Jubilee General Insurance Company ltd,Packages Limited,1
International Steels Limited,Jubilee General Insurance Company ltd,1
Jubilee General Insurance Company ltd,PICIC Growth Fund,1
Jubilee General Insurance Company ltd,Jubilee Life Insurance Company Limited,3
Jubilee General Insurance Company ltd,International Industries Ltd.,1
Jubilee General Insurance Company ltd,World Economic Forum,1
Jubilee General Insurance Company ltd,Maersk Pakistan (Pvt) Ltd.,1
Jubilee General Insurance Company ltd,Pakistan Centre for Philanthropy,1
Jubilee General Insurance Company ltd,Institute of Cost & Management Accountants of Pakistan,1
Jubilee General Insurance Company ltd,The Insurance Association of Pakistan,1
Jubilee General Insurance Company ltd,Habib University Foundation,1
Jubilee General Insurance Company ltd,Manzil Pakistan,1
Jubilee General Insurance Company ltd,Indus Earth Trust,1
Jubilee General Insurance Company ltd,Indus Valley School of Arts & Architecture,1
Jubilee General Insurance Company ltd,HBL Asset Management ltd.,1
Jubilee General Insurance Company ltd,Ace First Consulting,1
Jubilee General Insurance Company ltd,Mirpurkhas Sugar Mills Limited,1
Jubilee General Insurance Company ltd,Greaves Engineering Services Pvt Ltd.,1
Jubilee General Insurance Company ltd,Greaves CNG Pvt Ltd.,1
Jubilee General Insurance Company ltd,Air Safira Ltd.,1
Jubilee General Insurance Company ltd,Industrial Promotion Services (Pakistan) Ltd.,1
Jubilee General Insurance Company ltd,Air Asia Ltd.,1
Jubilee General Insurance Company ltd,Aga Khan Cultural Service Pakistan,1
Jubilee General Insurance Company ltd,"Habib Allied International Bank plc, UK",1
Jubilee General Insurance Company ltd,Pakistan Banks Association,1
Jubilee General Insurance Company ltd,Descon Oxychem Limited,1
Cherat Cement Company Limited,Jubilee General Insurance Company ltd,1
Jubilee General Insurance Company ltd,Pakistan Services Limited,1
IGI Insurance Limited,Sustainable Development Policy Institute,1
IGI Insurance Limited,Karandaaz Pakistan,1
IGI Insurance Limited,Treet Assets Pvt ltd,1
IGI Insurance Limited,Specialized Motorcycle (Pvt) Ltd,1
IGI Insurance Limited,Loads ltd,1
IGI Insurance Limited,Gulab Devi Chest Hospital,1
